ticker,Name,Sector,Industry
BXP,"Boston Properties, Inc.",Consumer Services,Real Estate Investment Trusts
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BVX,Bovie Medical Corporation,Health Care,Medical/Dental Instruments
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts
BP,BP p.l.c.,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts
BAK,Braskem S.A.,Basic Industries,Major Chemicals
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,Restaurants
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services
BCOV,Brightcove Inc.,Technology,EDP Services
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing
EAT,"Brinker International, Inc.",Consumer Services,Restaurants
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals
BRS,Bristow Group Inc,Transportation,Transportation Services
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts
AVGO,Broadcom Limited,Technology,Semiconductors
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services
BSFT,"BroadSoft, Inc.",Technology,Computer Software: Prepackaged Software
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation
BPY,Brookfield Property Partners L.P.,Finance,Real Estate
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BC,Brunswick Corporation,Energy,Industrial Machinery/Components
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
BSQR,BSQUARE Corporation,Miscellaneous,Business Services
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
BVN,Buenaventura Mining Company Inc.,Basic Industries,Precious Metals
BWLD,"Buffalo Wild Wings, Inc.",Consumer Services,Restaurants
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing
BCR,"C.R. Bard, Inc.",Health Care,Medical/Dental Instruments
CA,CA Inc.,Technology,Computer Software: Prepackaged Software
CBT,Cabot Corporation,Basic Industries,Major Chemicals
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production
CACI,"CACI International, Inc.",Technology,EDP Services
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CCC,Calgon Carbon Corporation,Basic Industries,Major Chemicals
CRC,California Resources Corporation,Energy,Oil & Gas Production
CWT,California Water  Service Group Holding,Public Utilities,Water Supply
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
CALD,"Callidus Software, Inc.",Technology,EDP Services
CPE,Callon Petroleum Company,Energy,Oil & Gas Production
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CPN,Calpine Corporation,Public Utilities,Electric Utilities: Central
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies
CBM,Cambrex Corporation,Health Care,Major Pharmaceuticals
CAC,Camden National Corporation,Finance,Major Banks
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,Basic Industries,Precious Metals
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods
CAMT,Camtek Ltd.,Capital Goods,Electronic Components
CM,Canadian Imperial Bank of Commerce,Finance,Commercial Banks
CNI,Canadian National Railway Company,Transportation,Railroads
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production
CP,Canadian Pacific Railway Limited,Transportation,Railroads
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities
CANF,Can-Fite Biopharma Ltd,Health Care,Major Pharmaceuticals
CAJ,"Canon, Inc.",Miscellaneous,Industrial Machinery/Components
CPLA,Capella Education Company,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,Finance,Major Banks
COF,Capital One Financial Corporation,Finance,Major Banks
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles
BXMT,"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CRR,"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components
CARB,"Carbonite, Inc.",Technology,EDP Services
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals
CRME,Cardiome Pharma Corporation,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments
CATM,Cardtronics plc,Miscellaneous,Business Services
CRCM,"Care.com, Inc.",Consumer Services,Other Consumer Services
CECO,Career Education Corporation,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals
CCL,Carnival Corporation,Consumer Services,Marine Transportation
CUK,Carnival Corporation,Consumer Services,Marine Transportation
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services
CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services
CSLT,"Castlight Health, inc.",Technology,EDP Services
CTLT,"Catalent, Inc.",Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CAT,"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
CATY,Cathay General Bancorp,Finance,Major Banks
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",Technology,Semiconductors
CBZ,"CBIZ, Inc.",Miscellaneous,Business Services
CBL,"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts
CBOE,"Cboe Global Markets, Inc.",Finance,Investment Bankers/Brokers/Service
CBG,"CBRE Group, Inc.",Finance,Real Estate
CBS,CBS Corporation,Consumer Services,Broadcasting
CDK,"CDK Global, Inc.",Miscellaneous,Business Services
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment
FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation
CDR,"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CGI,"Celadon Group, Inc.",Transportation,Trucking Freight/Courier Services
CE,Celanese Corporation,Basic Industries,Major Chemicals
CLS,"Celestica, Inc.",Technology,Electrical Products
CELG,Celgene Corporation,Health Care,Major Pharmaceuticals
CEL,"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production
CNC,Centene Corporation,Health Care,Medical Specialities
CNP,"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central
CSFL,CenterState Bank Corporation,Finance,Major Banks
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting
CVCY,Central Valley Community Bancorp,Finance,Major Banks
CENX,Century Aluminum Company,Basic Industries,Aluminum
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts
CCS,"Century Communities, Inc.",Capital Goods,Homebuilding
CTL,"CenturyLink, Inc.",Public Utilities,Telecommunications Equipment
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CERN,Cerner Corporation,Technology,EDP Services
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments
CEVA,"CEVA, Inc.",Technology,Semiconductors
CF,"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals
GIB,"CGI Group, Inc.",Consumer Services,Professional Services
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
CRL,"Charles River Laboratories International, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services
CHFN,Charter Financial Corp.,Finance,Savings Institutions
CLDT,Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software
CHE,Chemed Corp.,Health Care,Medical/Nursing Services
CHFC,Chemical Financial Corporation,Finance,Major Banks
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals
CQH,"Cheniere Energy Partners LP Holdings, LLC",Public Utilities,Oil/Gas Transmission
CQP,"Cheniere Energy Partners, LP",Public Utilities,Oil/Gas Transmission
LNG,"Cheniere Energy, Inc.",Public Utilities,Oil/Gas Transmission
CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production
CHKR,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production
CHSP,Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production
CVX,Chevron Corporation,Energy,Integrated oil Companies
CBI,Chicago Bridge & Iron Company N.V.,Basic Industries,Engineering & Construction
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.
CBPO,"China Biologic Products Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CO,China Cord Blood Corporation,Finance,Business Services
DL,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service
CGA,"China Green Agriculture, Inc.",Basic Industries,Agricultural Chemicals
CNIT,"China Information Technology, Inc.",Technology,Computer Software: Prepackaged Software
LFC,China Life Insurance Company Limited,Finance,Life Insurance
HTHT,"China Lodging Group, Limited",Consumer Services,Hotels/Resorts
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment
BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment
CXDC,China XD Plastics Company Limited,Capital Goods,Containers/Packaging
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components
ZX,China Zenix Auto International Limited,Capital Goods,Auto Parts:O.E.M.
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,Restaurants
CHH,"Choice Hotels International, Inc.",Consumer Services,Hotels/Resorts
CBK,Christopher & Banks Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
CB,Chubb Limited,Finance,Property-Casualty Insurers
CHT,"Chunghwa Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment
CHD,"Church & Dwight Company, Inc.",Basic Industries,Package Goods/Cosmetics
CHDN,"Churchill Downs, Incorporated",Consumer Services,Services-Misc. Amusement & Recreation
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment
CI,Cigna Corporation,Health Care,Medical Specialities
XEC,Cimarex Energy Co,Energy,Oil & Gas Production
CMPR,Cimpress N.V,Miscellaneous,Publishing
CBB,Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers
CNK,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel
CIR,"CIRCOR International, Inc.",Capital Goods,Metal Fabrications
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
CIT,CIT Group Inc (DEL),Finance,Major Banks
CTRN,"Citi Trends, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
C,Citigroup Inc.,Finance,Major Banks
CZNC,Citizens & Northern Corp,Finance,Major Banks
CFG,"Citizens Financial Group, Inc.",Finance,Major Banks
CIA,"Citizens, Inc.",Finance,Life Insurance
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software
CHCO,City Holding Company,Finance,Major Banks
CIO,"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts
CIVI,"Civitas Solutions, Inc.",Health Care,Medical/Nursing Services
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution
CLH,"Clean Harbors, Inc.",Basic Industries,Environmental Services
CCO,"Clear Channel Outdoor Holdings, Inc.",Consumer Services,Advertising
CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment
CLIR,ClearSign Combustion Corporation,Capital Goods,Industrial Machinery/Components
CLW,Clearwater Paper Corporation,Basic Industries,Paper
CLF,Cleveland-Cliffs Inc.,Basic Industries,Precious Metals
CSBK,Clifton Bancorp Inc.,Finance,Savings Institutions
CLD,Cloud Peak Energy Inc,Energy,Coal Mining
CLVS,"Clovis Oncology, Inc.",Health Care,Major Pharmaceuticals
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service
CMS,CMS Energy Corporation,Public Utilities,Power Generation
CNA,CNA Financial Corporation,Finance,Property-Casualty Insurers
CCNE,CNB Financial Corporation,Finance,Major Banks
CNHI,CNH Industrial N.V.,Capital Goods,Construction/Ag Equipment/Trucks
CNO,"CNO Financial Group, Inc.",Finance,Accident &Health Insurance
CEO,CNOOC Limited,Energy,Oil & Gas Production
CIE,"Cobalt International Energy, Inc.",Energy,Oil & Gas Production
COBZ,CoBiz Financial Inc.,Finance,Major Banks
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
CCE,Coca-Cola European Partners plc,Consumer Non-Durables,Beverages (Production/Distribution)
CDXS,"Codexis, Inc.",Basic Industries,Major Chemicals
CDE,"Coeur Mining, Inc.",Basic Industries,Precious Metals
